Date/Time,Latitude (degree),Longitude (degree),Error optical depth liquid (1),Optical depth liquid (1),Optical depth ice (1), Error optical depth ice (1),Optical depth total (1), Error optical depth total (1),Effective droplet radius liquid (um),Error effective droplet radius liquid (um),Effective droplet radius ice (um),Error effective droplet radius (um),Liquid water path (g m^(-2)),Error liquid water path (g m^(-2)),Ice water path (g m^(-2)),Error ice water path (g m^(-2)),Total water path (g m^(-2)),Error total water path (g m^(-2)),Averaging Kernel matrix [11],Averaging Kernel matrix [12],Averaging Kernel matrix [13],Averaging Kernel matrix [14],Averaging Kernel matrix [21],Averaging Kernel matrix [22],Averaging Kernel matrix [23],Averaging Kernel matrix [24],Averaging Kernel matrix [31],Averaging Kernel matrix [32],Averaging Kernel matrix [33],Averaging Kernel matrix [34],Averaging Kernel matrix [41],Averaging Kernel matrix [42],Averaging Kernel matrix [43],Averaging Kernel matrix [44],Chi_2,Residual,Noise,PWV,Fname
2017-06-11T10:09:00,81.843103,11.096427,2.29938125,0.16022472,3.68786941,0.21145804,5.98725066,0.37168276,7.21881634,1.1111775,38.6336032,1.45645865,11.06587397,2.47443569,87.76718602,21.57345053,98.83305999,24.04788622,0.6574024,-0.02565635,0.07891205,-0.4706246,-0.1266651,0.8123713,0.1249183,-0.255385,-0.0570353,0.1603283,0.07871581,0.1658702,-0.03039861,0.01911579,-0.07554489,-0.06961548,361.557920309,0.103,0.057,1.091,Emission_20170611_1009.0.kali.dat,
2017-06-11T10:44:00,81.840916,11.10771,0.0,0.18686538,7.98334154,0.16494763,7.98334154,0.35181301,7.0,1.48601655,35.40534705,1.52053169,0.0,0.87203842,173.99461096,47.26864115,173.99461096,48.14067957,0.216632,0.02546376,-0.06350011,-0.09572065,0.03802764,0.4538456,-0.1049929,-0.1475088,0.0,0.0,0.0,0.0,-0.04744795,0.02597651,0.1462898,-0.1033941,718.221775296,0.0766,0.0416,1.079,Emission_20170611_1044.0.kali.dat,
2017-06-11T10:46:00,81.840824,11.108179,0.00795931,0.20210963,5.39611879,0.07556938,5.4040781,0.27767901,7.0,0.0,32.62104986,1.12040925,0.03714347,0.94317828,109.57304345,20.88975654,109.61018692,21.83293482,0.4646179,0.01050806,0.0,-0.4909147,-0.08921073,0.5230366,0.0,-0.8333838,0.0,0.0,0.0,0.0,-0.03079581,0.01153963,0.0,0.2324102,1395.14337119,0.0997,0.0581,1.088,Emission_20170611_1046.0.kali.dat,
2017-06-11T10:50:00,81.840569,11.109443,1.04915731,0.32230012,4.99881686,0.33292953,6.04797417,0.65522965,9.97444224,1.86374389,33.89319845,1.72775702,6.976506,3.44674966,104.85683692,32.87468217,111.83334292,36.32143183,0.2257335,0.4490602,0.1371409,-0.09305641,-0.4467218,1.118718,0.1280135,0.01554225,-0.167438,0.1873034,0.06152679,-0.003160463,-0.007489746,0.003126704,0.01830864,0.141862,469.895870494,0.1008,0.0573,1.093,Emission_20170611_1050.0.kali.dat,
2017-06-11T10:54:00,81.840317,11.110653,0.03573416,0.25964681,7.12339474,0.20515417,7.1591289,0.46480098,6.73775591,2.24985663,28.15355524,1.75032593,0.16051202,1.21988903,124.12498205,46.0136516,124.28549407,47.23354063,0.5613891,0.0215865,0.3685284,0.1015005,-0.09385869,0.6756201,0.1761574,-0.1647206,0.00294474,-0.001176146,0.04875822,-0.009258539,-0.04902663,0.03552786,-0.02632224,0.166484,417.014632143,0.0865,0.0649,1.092,Emission_20170611_1054.0.kali.dat,
2017-06-11T10:55:00,81.840267,11.110931,0.54494422,0.11518908,3.69343763,0.11233291,4.23838185,0.22752199,12.90653924,1.60399898,29.80870438,1.28980271,4.68889597,1.57385489,67.98110378,16.74331438,72.66999975,18.31716927,0.5745734,0.5634663,0.07333674,-0.5285735,0.1244073,0.9443235,-0.05046515,0.2335014,-0.0378242,0.04525231,-0.08984686,0.2047604,-0.03938842,0.03191885,-0.03127539,0.4634841,315.70391317,0.0976,0.0587,1.078,Emission_20170611_1055.0.kali.dat,
2017-06-11T10:58:00,81.840053,11.112045,1.49835634,0.14447622,0.63462989,0.15114073,2.13298623,0.29561695,13.85477729,0.51706837,32.0399633,2.17891691,13.83959562,1.85095901,12.66813758,7.58501695,26.5077332,9.43597596,0.7945488,0.1918601,-0.590362,0.09520785,-0.5078429,1.513402,1.447543,-0.2323038,-0.3003482,0.3311175,0.8143979,-0.2266872,-0.01696493,0.01609704,0.04936758,-0.02606515,399.844484786,0.1485,0.0865,1.092,Emission_20170611_1058.0.kali.dat,
2017-06-11T10:59:00,81.840016,11.112247,0.51857169,0.04355357,0.62816705,0.0469061,1.14673874,0.09045967,13.20422493,0.46063266,31.49159701,2.75558572,4.56489146,0.54264149,12.31882685,6.81476988,16.88371831,7.35741137,1.111496,-0.1561831,-0.7443948,0.01711223,0.1522567,0.8114559,0.6230406,0.04554429,-0.01579624,0.01813734,0.6546102,0.1142506,-0.01384212,0.01344526,-0.01771299,0.08545035,337.71758025,0.1954,0.1059,1.078,Emission_20170611_1059.0.kali.dat,
2017-06-11T11:01:00,81.839873,11.113,0.03866817,0.05500151,1.68787398,0.05280671,1.72654215,0.10780822,17.21256512,3.16399772,21.99783933,0.43231406,0.44371896,0.71270877,23.31385732,2.92408824,23.75757628,3.63679701,0.04466772,0.9945339,-0.303849,-1.027466,0.01016622,0.9892143,-0.1441193,0.02155574,-0.005299462,0.005385978,-0.131632,-0.01191513,0.001967446,-0.002474265,0.1119605,0.9974027,346.407361733,0.1541,0.0815,1.096,Emission_20170611_1101.0.kali.dat,
2017-06-11T11:03:00,81.839777,11.113503,0.21759211,0.01423017,0.15432641,0.01912093,0.37191852,0.0333511,16.64502687,0.882669,17.01641323,1.75087262,2.41455103,0.28594895,1.69852806,1.09508592,4.11307909,1.38103487,1.282704,-0.1368932,-24.37788,62.18847,1.299172,-0.201612,-22.91813,52.89439,0.003196715,-0.003831876,0.5468992,-0.04455111,-0.005539067,0.006339073,0.05586335,0.7267338,427.532129305,0.3882,0.1823,1.095,Emission_20170611_1103.0.kali.dat,
2017-06-11T11:04:00,81.839727,11.113796,0.78256775,0.00408314,0.0,0.00728701,0.78256775,0.01137015,15.00668856,0.23113437,21.0,0.0,7.82916697,0.16143516,0.0,0.09682579,7.82916697,0.25826095,0.8284324,0.3754209,-5.760786,0.0,0.7816087,0.3836441,-0.7529118,0.0,0.006177694,-0.01090833,0.9299414,0.0,-0.0006627459,0.000700514,0.03346306,0.0,447.719151745,0.2804,0.1219,1.095,Emission_20170611_1104.0.kali.dat,
2017-06-11T11:05:00,81.839664,11.114142,0.40696164,0.0176227,0.1856455,0.02348026,0.59260714,0.04110296,10.04110139,0.57903681,38.94927525,4.03086954,2.72422873,0.27506474,4.44770165,2.83475165,7.17193038,3.10981639,0.9274214,0.1522327,-4.953814,24.13734,0.8680018,-0.03614503,15.92932,35.07689,0.03160192,-0.04506974,1.713774,-1.817521,-0.0008811093,0.0005818105,-0.001152334,0.05823194,330.477197638,0.3247,0.1805,1.103,Emission_20170611_1105.0.kali.dat,
2017-06-11T11:38:00,81.837749,11.12544,0.48457642,0.15761986,6.45584307,0.14707576,6.94041949,0.30469562,8.00723194,1.73367323,39.04684373,1.73339878,2.58674386,1.40146398,154.97996483,37.36373254,157.56670869,38.76519652,0.5464952,0.1352881,-0.1546311,-0.3503953,-0.02454865,0.6873692,-0.01594758,-0.01414404,-0.06061891,0.06499587,-0.250727,-0.2137409,-0.01500685,-5.447331e-05,0.1829691,0.2033108,470.006877681,0.0927,0.0507,1.077,Emission_20170611_1138.0.kali.dat,
2017-06-11T11:39:00,81.837689,11.125776,0.61752907,0.1143062,6.13816033,0.09818608,6.7556894,0.21249228,11.14930516,1.68766481,41.94271755,1.25641601,4.59001336,1.5444112,158.38137405,28.44834928,162.97138741,29.99276048,0.3894255,0.1188546,-0.2438572,-0.3751576,-0.149209,0.6560548,0.05964902,-0.2454093,-0.02954915,0.0376098,0.01374363,-0.02091749,-0.02142386,0.01220378,0.03248001,0.02601235,667.98281712,0.0963,0.0463,1.077,Emission_20170611_1139.0.kali.dat,
2017-06-11T11:42:00,81.837532,11.126898,0.86902715,0.18842325,7.10715553,0.17117371,7.97618268,0.35959696,10.4433281,1.80477443,36.12602292,1.75828053,6.0503571,2.35744254,158.57545789,47.16156985,164.62581499,49.51901239,0.216179,0.2778876,0.1935035,0.007057046,-0.06482763,0.5218462,0.1628718,-0.02246934,-0.04573168,0.0485305,0.01642791,-0.0509022,-0.01475246,0.003353441,0.01572409,-0.02356503,925.45028011,0.096,0.0495,1.089,Emission_20170611_1142.0.kali.dat,
2017-06-11T11:48:00,81.837199,11.128922,0.85551151,0.10524518,3.14485211,0.12591048,4.00036362,0.23115566,8.18230827,1.27265505,36.26212229,1.27222993,4.66670596,1.29994638,70.45920007,16.60403519,75.12590603,17.90398157,0.7676,0.2389379,0.07285881,-0.3251533,-0.03076158,0.9855995,0.01282033,0.3154083,-0.07450584,0.07611597,0.3162192,-0.2791194,-0.02990509,0.02454261,-0.1895628,-0.06822585,398.310955857,0.0981,0.0454,1.077,Emission_20170611_1148.0.kali.dat,
2017-06-11T11:49:00,81.837144,11.129278,0.976923,0.1401489,3.42825376,0.16613281,4.40517676,0.30628171,10.21438739,1.52254933,35.53678889,1.57147471,6.65244667,1.94596575,75.0536341,22.88926406,81.70608077,24.83522981,0.6634039,0.3164827,-0.1697661,-0.5115071,0.002587071,0.9137065,0.06472222,-0.0728845,-0.08752803,0.09515827,0.02556175,-0.2260257,-0.01682895,0.0005958499,0.1141105,-0.05230755,322.145340243,0.1249,0.0716,1.081,Emission_20170611_1149.0.kali.dat,
2017-06-11T11:50:00,81.837093,11.129599,0.73515533,0.17424649,1.257233,0.18729235,1.99238833,0.36153884,16.02779313,1.86224101,28.45485305,1.93169627,7.85527836,2.77454875,22.15505004,11.41259765,30.0103284,14.1871464,0.4231362,0.4398327,1.278741,-0.7735669,-0.3096634,1.163529,-1.593402,1.242749,-0.01563527,0.007175044,1.441113,-0.8050956,-0.004871319,0.00268422,0.07790425,-0.1268736,627.499887248,0.1676,0.0851,1.093,Emission_20170611_1150.0.kali.dat,
2017-06-11T11:51:00,81.837048,11.129909,0.00129388,0.13157943,2.59834528,0.13094394,2.59963916,0.26252337,15.36523954,1.75427923,27.79404294,0.80128787,0.01325388,1.34934622,44.73461193,8.7334601,44.74786581,10.08280632,0.4607276,0.4990533,-0.09107652,-2.194067,-0.00584775,0.9434507,0.06024305,-0.3631428,-0.001042186,0.001019755,-0.03785792,-0.008240726,-0.02063989,0.02200744,0.01817467,0.703417,331.963451778,0.1229,0.0703,1.079,Emission_20170611_1151.0.kali.dat,
2017-06-11T12:16:00,81.835644,11.139269,1.24623576,0.15605162,0.21330875,0.16857415,1.45954451,0.32462577,12.8277542,0.72816944,26.48398434,2.67534473,10.657604,1.93950844,3.51293818,4.71112518,14.17054218,6.65063362,0.6211397,0.3708599,-0.7067498,-9.517316,-0.2229005,1.178656,1.543041,-13.93345,-0.1650999,0.1752187,0.7025784,-1.388023,-0.02214173,0.02282777,-0.05236647,0.0166501,333.450204524,0.1925,0.1075,1.093,Emission_20170611_1216.0.kali.dat,
2017-06-11T12:18:00,81.835531,11.140016,0.72978731,0.35664631,1.27225691,0.3732496,2.00204422,0.72989591,14.56427988,1.55527852,20.57785406,0.87281513,7.08588447,4.21954615,16.58018445,8.61206123,23.66606892,12.83160738,0.236576,0.7406892,-1.796189,-0.1996432,0.5383216,0.4061186,1.228336,0.6891084,0.2531846,-0.2609697,0.6491733,-0.3265207,0.09017248,-0.09546562,-0.2770259,0.5976591,462.713685389,0.1546,0.0847,1.09,Emission_20170611_1218.0.kali.dat,
2017-06-11T12:20:00,81.835423,11.140709,0.37918365,0.01166029,0.10983602,0.02203219,0.48901967,0.03369248,14.75726849,0.39336019,21.0,0.0,3.73047665,0.21415324,1.45944125,0.29275178,5.1899179,0.50690502,1.193225,-0.09974937,-18.0387,0.0,1.030167,0.09967233,1.793308,0.0,0.0006677091,-0.000158574,0.1339554,0.0,-0.005857598,0.007683983,0.1769204,0.0,909.287010383,0.3815,0.1671,1.085,Emission_20170611_1220.0.kali.dat,
2017-06-11T12:25:00,81.83514,11.142637,0.83952808,0.00436947,0.0,0.00766469,0.83952808,0.01203416,13.88704225,0.2774142,21.0,0.0,7.7723746,0.19571736,0.0,0.10184428,7.7723746,0.29756164,0.8294235,0.2998651,-5.106998,0.0,0.7610635,0.3634415,0.889902,0.0,-0.002619497,0.009625404,1.305061,0.0,-0.001262983,0.001545111,0.06019341,0.0,398.49945245,0.2963,0.1361,1.084,Emission_20170611_1225.0.kali.dat,
2017-06-11T12:26:00,81.835111,11.143094,0.51109102,0.12341708,0.1890553,0.14272836,0.70014632,0.26614544,11.94497068,1.74128876,30.08462024,1.84592223,4.06997817,1.57611366,3.51161156,3.94118034,7.58158973,5.517294,0.628328,0.571359,0.3961902,-0.5413468,0.3357194,0.8035681,0.9602945,-4.189378,-0.05645443,0.06357135,-0.2456349,0.5748622,-0.01578543,0.01886562,-0.2206281,0.4696578,1919.91992004,0.2309,0.1335,1.084,Emission_20170611_1226.0.kali.dat,
2017-06-11T12:28:00,81.834983,11.144041,0.62039592,0.10004356,0.43337333,0.11525536,1.05376925,0.21529892,12.03387148,1.40191172,27.80731837,1.60008029,4.97717652,1.38243442,7.46416188,4.14118059,12.4413384,5.52361501,0.5493376,0.4501703,0.6427872,-0.7344938,-0.1073766,1.081652,-2.577896,4.581363,-0.05175152,0.0433631,0.2788872,-1.076677,-0.01191507,0.01281651,-0.1365586,0.1709705,978.764963518,0.2311,0.1131,1.078,Emission_20170611_1228.0.kali.dat,
2017-06-11T12:33:00,81.834715,11.145928,1.78486732,0.15534902,0.02742379,0.16806801,1.81229111,0.32341703,11.32162629,0.48221885,12.0838273,12.4345597,13.47173386,1.74633348,0.21180902,2.51485883,13.68354288,4.26119231,0.3187537,0.628386,-0.2468669,-6.15195,2.636623,-1.78287,5.728122,-32.53593,-0.008809099,-0.02772385,2.093238,19.10786,-0.01146698,0.01112181,0.007301048,0.7659007,1052.080927,0.3368,0.0876,1.078,Emission_20170611_1233.0.kali.dat,
2017-06-11T12:34:00,81.83466,11.146267,1.54322564,0.19328485,0.08644678,0.19660328,1.62967242,0.38988813,16.55334539,0.63484855,28.93599046,2.31822885,17.03036466,2.7861503,1.54900584,4.17284151,18.5793705,6.95899181,0.2187379,0.705422,-0.1060542,0.516797,-7.050566,8.064364,-37.04744,22.48134,0.0008482694,-0.003439204,1.584515,-0.156215,0.0,0.0,0.0,0.0,406.419858732,0.1953,0.1091,1.088,Emission_20170611_1234.0.kali.dat,
2017-06-11T12:35:00,81.834603,11.146715,1.02581168,0.12940748,1.01772151,0.1371947,2.04353319,0.26660218,13.09837407,1.03953442,28.13424921,1.81848183,8.95764343,1.84092946,17.72059607,8.6958582,26.6782395,10.53678766,0.3487913,0.5282371,-0.9576737,0.8212086,0.060646,0.7852156,1.143699,-0.6868313,-0.0975703,0.107973,0.130659,0.1096681,-0.1056417,0.1128313,-0.7253683,0.4496967,503.649191715,0.1702,0.0715,1.077,Emission_20170611_1235.0.kali.dat,
2017-06-11T12:36:00,81.834541,11.147065,1.33021062,0.28442364,1.53148978,0.30846609,2.8617004,0.59288973,10.67107986,1.2283608,27.82917337,1.59636237,9.4631892,3.11272395,26.39461395,12.90751741,35.85780315,16.02024136,0.4526577,0.5182253,-0.1307787,0.2781507,-0.1695927,1.123932,-0.01717508,0.6900075,-0.2715445,0.3020571,0.05762191,0.5145958,-0.03985265,0.04092221,-0.08425076,0.1248538,378.660079724,0.1193,0.064,1.081,Emission_20170611_1236.0.kali.dat,
2017-06-11T12:38:00,81.834425,11.147907,1.34414046,0.1279401,1.56704726,0.13734811,2.91118772,0.26528821,10.40713947,0.60624847,37.02458013,1.81875097,9.3257715,1.43091573,35.87830127,12.60348056,45.20407277,14.03439629,1.086007,-0.1025971,0.03788872,-0.2718432,-0.06530773,1.059835,0.1062108,0.04001084,-0.1037139,0.1231813,0.5054922,-0.099449,-0.009031256,0.005950158,0.02676902,0.07561716,334.194316443,0.1397,0.0793,1.08,Emission_20170611_1238.0.kali.dat,
2017-06-11T12:59:00,81.833314,11.156657,3.800216,0.55981435,3.68775753,0.59038413,7.48797353,1.15019848,7.00608463,1.50741552,37.45929316,1.98627757,17.7497566,6.43374087,85.39392614,37.48240158,103.14368274,43.91614245,-0.4427415,1.344573,0.04951411,0.1198798,-2.100328,3.132971,0.322476,0.1968165,-1.040736,1.187356,0.5369194,0.02736312,-0.004053984,-0.005662147,-0.01741973,-0.02633513,594.151851406,0.0981,0.0588,1.076,Emission_20170611_1259.0.kali.dat,
2017-06-11T13:03:00,81.833078,11.158508,3.2535923,0.48872756,1.50710447,0.50708736,4.76069677,0.99581492,14.5281381,1.31735427,29.19506315,1.38161388,31.51242545,7.59095679,27.23293726,15.81232716,58.74536271,23.40328395,0.1465644,0.7661226,-0.1955385,0.3359641,-0.3421808,1.228312,-0.1312041,0.8928073,-0.1464435,0.1476824,0.8558686,-0.3610431,-0.06135383,0.06141191,-0.08738721,0.06127428,374.138075454,0.1141,0.0603,1.076,Emission_20170611_1303.0.kali.dat,
2017-06-11T13:06:00,81.832942,11.159692,1.71906171,0.34454519,4.17354719,0.38548797,5.8926089,0.73003316,7.57635369,1.26259996,31.29488107,1.54662512,8.68281301,3.18725567,81.29359033,29.73708608,89.97640334,32.92434175,0.6435209,0.05062794,-0.1593434,-0.4316969,-0.1391982,0.8588619,0.4745815,-0.09988833,-0.1977139,0.2516569,-0.01499419,0.07145156,-0.05864243,0.05333915,-0.092051,0.1192919,525.888267122,0.0966,0.0507,1.058,Emission_20170611_1306.0.kali.dat,
2017-06-11T13:09:00,81.832774,11.160959,2.27333076,0.10210499,3.22267253,0.20510829,5.49600329,0.30721328,8.17624988,1.03806841,36.59073505,1.40848625,12.39154689,2.12980582,72.90244854,20.02504901,85.29399543,22.15485483,0.5479986,0.2492711,0.1272652,-0.09722267,-0.02462765,0.75787,0.114411,0.06557279,-0.1684348,0.1874442,0.03101347,0.01443369,-0.0131462,0.01390961,-0.06324123,0.02128682,608.732118744,0.105,0.0476,1.058,Emission_20170611_1309.0.kali.dat,
2017-06-11T13:12:00,81.832642,11.162233,1.81667508,0.11472676,1.47201739,0.11604253,3.28869247,0.23076929,9.34207996,0.604674,33.20559627,1.60251954,11.31434922,1.44685515,30.3635696,9.71730171,41.67791882,11.16415686,0.6304654,0.235428,0.3187953,-0.3520371,-0.6522969,1.55887,-0.1111734,0.4733634,-0.2010124,0.2340716,0.7022353,0.07143488,-0.0108719,0.007626864,0.00775479,0.07729541,742.151547678,0.1176,0.0639,1.057,Emission_20170611_1312.0.kali.dat,
2017-06-11T13:14:00,81.832575,11.162837,3.32687242,0.80985026,1.8317088,0.78786308,5.15858122,1.59771334,11.94015961,0.96823277,15.42638718,1.43326831,26.4822585,8.5939522,17.54153103,15.32158452,44.02378953,23.91553672,0.6960571,0.3317519,-0.05771677,0.08657034,-0.03052108,1.071724,0.02339659,-0.5843112,0.01336247,0.02034835,0.7902888,0.7376433,0.1034657,-0.1083689,0.2034418,0.4312721,271.806400528,0.1017,0.0686,1.057,Emission_20170611_1314.0.kali.dat,
2017-06-11T13:15:00,81.832534,11.163246,2.34392542,0.4678898,2.33938996,0.48841938,4.68331538,0.95630918,9.99809929,1.00558145,25.59296608,1.71331125,15.6231994,4.6900111,37.29424562,20.2269626,52.91744502,24.9169737,0.243648,0.7212555,0.2606395,-0.0932442,-0.9181763,1.926427,1.942734,-0.2222908,-0.5318818,0.613233,0.6658573,0.1818044,-0.1088876,0.1079319,-0.01294849,0.1384896,436.034203879,0.1001,0.0673,1.057,Emission_20170611_1315.0.kali.dat,
2017-06-11T13:16:00,81.832474,11.163771,1.97575188,0.39887459,0.95304248,0.4439216,2.92879436,0.84279619,13.28792007,1.2437367,27.30673365,1.58188775,17.50242209,5.17168584,16.16011576,12.36713335,33.66253785,17.53881919,0.7664415,0.2572931,-0.3530068,0.1643024,0.07016308,0.9328386,0.07504951,-0.1295634,-0.001005295,-0.004738715,0.8756568,-0.271244,-0.06857847,0.0704419,-0.09006496,0.03683491,349.098623866,0.1264,0.067,1.083,Emission_20170611_1316.0.kali.dat,
2017-06-11T13:17:00,81.832422,11.16431,0.69516789,0.13190578,4.01971163,0.13321821,4.71487952,0.26512399,6.45486688,1.45468786,31.64373995,1.21740084,2.99147744,1.241791,79.23140767,19.14972123,82.22288511,20.39151223,1.029494,-0.1840537,-0.2269983,-0.4439458,-0.2341041,1.158561,-0.0671776,-0.144065,-0.09759012,0.1278091,0.008066256,-0.07011719,-0.03544522,0.02625549,0.1196004,0.1470386,406.888465275,0.1152,0.0595,1.073,Emission_20170611_1317.0.kali.dat,
2017-06-11T13:18:00,81.832381,11.16474,0.79591191,0.07646944,2.01845367,0.09420721,2.81436558,0.17067665,13.64300554,1.29706301,33.48487157,1.48963994,7.23908707,1.3837473,41.92841737,11.15876108,49.16750444,12.54250838,0.4688364,0.5462127,-0.478602,-1.052449,0.06283144,0.8789785,0.4943912,0.6033426,-0.07336328,0.08297445,-0.2087021,-0.09029133,-0.01169147,0.005851084,0.1280491,0.2009821,470.105083576,0.1597,0.0761,1.082,Emission_20170611_1318.0.kali.dat,
2017-06-11T13:20:00,81.832309,11.165375,0.8711371,0.0998852,2.75596862,0.1047854,3.62710572,0.2046706,7.87060365,1.01216893,41.68251627,1.68180313,4.57091658,1.11192982,70.65786483,18.4383315,75.22878141,19.55026132,0.9680467,-0.2015343,-0.301961,-0.01212829,-0.275848,1.116744,1.324103,0.03830008,-0.09147177,0.1159184,0.641623,0.1087867,-0.02707459,0.02514516,-0.03562138,-0.05138815,1083.36811542,0.1138,0.061,1.057,Emission_20170611_1320.0.kali.dat,
2017-06-11T13:56:00,81.830755,11.18084,0.98509247,0.12609917,0.20525889,0.1188261,1.19035136,0.24492527,13.72227292,0.44024559,14.99509019,3.627429,9.01180519,1.4426999,1.92053582,3.42531811,10.93234101,4.86801801,0.2545144,0.6804689,0.8204706,14.70633,0.3508696,0.6232366,3.078296,1.499948,-0.08285804,0.07891137,1.134407,2.263118,-0.02333759,0.02115811,0.01654996,1.096805,337.691533827,0.2015,0.1107,1.069,Emission_20170611_1356.0.kali.dat,
2017-06-11T13:59:00,81.830623,11.182134,0.48891415,0.00916333,0.02548026,0.01237062,0.51439441,0.02153395,12.68854806,0.32309039,15.66712432,4.17007314,4.13574045,0.1828219,0.24687813,0.4265809,4.38261858,0.6094028,1.258073,-0.1678699,-6.674368,90.59036,1.423067,-0.3050687,-3.651974,69.16087,-0.01035697,0.01595096,0.6562012,4.413459,-0.001628087,0.001780967,0.00865052,0.4025488,473.112748661,0.3162,0.1593,1.065,Emission_20170611_1359.0.kali.dat,
2017-06-11T14:01:00,81.830527,11.183061,0.32507655,0.01017409,0.05772912,0.01895087,0.38280567,0.02912496,14.30829575,0.43191752,21.0,0.0,3.10086099,0.19065343,0.76707312,0.25180888,3.86793411,0.44246231,1.332233,-0.4386624,-16.89108,0.0,1.069397,0.05649294,1.194946,0.0,-0.0005359876,0.002559332,0.1604153,0.0,-0.008450565,0.01328277,0.1840139,0.0,332.107691562,0.3301,0.1859,1.063,Emission_20170611_1401.0.kali.dat,
2017-06-11T14:02:00,81.830484,11.183477,0.4538207,0.13776733,0.17124195,0.15540546,0.62506265,0.29317279,13.4473985,1.94596512,15.79794592,2.93106749,4.06847186,1.82382098,1.66914227,2.94385559,5.73761413,4.76767657,0.5716182,0.5457664,-5.38506,41.42528,0.5764239,0.5622776,-3.200246,15.18676,-0.04297623,0.04504554,0.1535048,-0.698746,-0.01740119,0.02040113,-0.2583919,1.852991,519.776598795,0.3013,0.1499,1.059,Emission_20170611_1402.0.kali.dat,
2017-06-11T14:03:00,81.830431,11.183898,1.04234543,0.19718562,0.40337562,0.21504388,1.44572105,0.4122295,14.64089198,1.28003016,34.9958972,2.47411923,10.17391123,2.81413801,8.66449852,7.45391454,18.83840975,10.26805255,0.7554541,0.1831781,-0.417506,0.2227428,0.01889457,0.9100858,1.030876,-0.30232,0.1601255,-0.1773388,2.064743,-0.4432639,-0.03289209,0.03326457,-0.04184821,-0.1438385,341.497480903,0.2024,0.1111,1.073,Emission_20170611_1403.0.kali.dat,
2017-06-11T14:08:00,81.830239,11.186245,0.18443515,0.03944948,0.31851829,0.04378034,0.50295344,0.08322982,12.87675892,0.88797426,32.62181514,10.91586984,1.58328467,0.4478367,6.46793933,12.0195442,8.051224,12.4673809,0.9826849,-0.04428492,0.8591202,0.2843345,0.3754351,0.5532354,2.462443,0.09009184,-0.008088323,0.009092057,0.2444718,0.2357785,-0.02173669,0.02240383,-0.1755081,-0.2253911,395.401630169,0.3112,0.1517,1.072,Emission_20170611_1408.0.kali.dat,
2017-06-11T14:10:00,81.830158,11.187245,1.67483228,0.20031511,0.10856419,0.23135001,1.78339647,0.43166512,12.95953888,1.10564033,30.92377388,2.59551631,14.47003607,2.96516905,2.08639686,5.43733163,16.55643293,8.40250068,0.4647394,0.5203827,-0.08097124,-14.1476,-0.4653818,1.455175,-0.2472197,-13.54373,-0.2520611,0.2841518,0.07681624,0.02300855,-0.002558589,0.002580351,-0.008441267,-0.01288348,340.245847453,0.1696,0.0915,1.068,Emission_20170611_1410.0.kali.dat,
2017-06-11T14:11:00,81.830097,11.187583,1.25774195,0.06165085,0.01472096,0.06889353,1.27246291,0.13054438,12.53928335,0.37511654,32.41075366,3.71350817,10.51412178,0.82990488,0.29713201,1.56755617,10.81125379,2.39746105,0.9276232,0.07061886,0.1805346,0.02594819,-0.04408293,1.026992,-0.3958309,0.2161752,-0.06879375,0.07657668,0.4964103,0.259644,-0.001457688,0.001583937,-0.00868143,-0.001930449,391.847925462,0.2128,0.0998,1.064,Emission_20170611_1411.0.kali.dat,
2017-06-11T14:13:00,81.830007,11.188357,1.11257441,0.12121231,0.45750524,0.09729025,1.57007965,0.21850256,16.94463838,0.67787992,8.33002381,1.75409804,12.56811403,1.87206046,2.68058211,3.63553124,15.24869614,5.5075917,-0.1752168,0.9668095,10.06863,7.340739,1.18517,0.04767613,15.99996,-28.75549,-0.07210717,0.05717765,0.7976647,0.8620562,-0.1127937,0.07960328,-0.1012707,2.582993,877.176261346,0.2369,0.0909,1.063,Emission_20170611_1413.0.kali.dat,
2017-06-11T14:14:00,81.829954,11.188799,0.78183715,0.17206606,0.87438525,0.18286927,1.6562224,0.35493533,16.2042307,1.45321415,22.25476483,0.74198839,8.44604632,2.61624996,12.2309417,4.80817357,20.67698802,7.42442353,0.340623,0.6487941,1.899916,-3.755758,0.0762162,0.8891081,1.785982,-2.469603,-0.04055267,0.03762125,0.9065566,-0.751878,-0.03344649,0.03391789,0.01212973,0.4484956,375.17547496,0.1702,0.0832,1.062,Emission_20170611_1414.0.kali.dat,
2017-06-11T14:15:00,81.829924,11.189308,1.56402036,0.19811916,1.33943571,0.20140102,2.90345607,0.39952018,13.14173482,0.92849806,30.29560748,1.25062571,13.70262725,2.70387958,25.10649864,9.88950488,38.80912589,12.59338446,0.5622213,0.4332354,0.06909512,-0.1737064,-0.4040456,1.386865,-0.7403349,0.3903211,-0.1244882,0.1306183,0.9678545,-0.2661189,-0.02305212,0.02061969,0.01117301,0.08449486,424.516375403,0.1142,0.0573,1.07,Emission_20170611_1415.0.kali.dat,
