fname,date,tl,dtl,dtl_res,ti,dti,dti_res,rl,drl,drl_res,ri,dri,dri_res,lwp,dlwp,dlwp_res,iwp,diwp,diwp_res,twp,dtwp,dtwp_res,rms,ctemp,pwv,conv,cbase,ctop
results_simulation_2012090722_cld2_0003_ch2_singleLayer.nc.nc,RESULTS_FIR/,2.5328425597867787,0.08278868410929852,0.4841526594357973,2.57602633962065,0.09295032542204654,0.5435784821642324,11.202804332574352,3.026806274078827,17.70092522859205,19.035570547887485,5.732660889789577,33.52490796654026,18.916626401672026,5.729259453496184,33.5050161848908,28.59151204740591,1.0317058671273882,6.0334711766379865,47.50813844907793,6.760965320623572,39.53848736152879,0.7590037873542951,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0004_ch2_singleLayer.nc.nc,RESULTS_FIR/,0.028654345751999627,0.00649794790970244,0.10498118559858731,0.05706369644644514,0.006472316509373978,0.1045670833570141,11.47865676448017,0.2736594039694447,4.4212556145638064,30.214239165560898,0.2923861040464888,4.723805158474704,0.21927559979862943,0.054952829939048195,0.8878207888347022,0.9893112833843392,0.11221037586527365,1.8128766894560993,1.2085868831829685,0.16716320580432184,2.7006974782908015,2.1492026208671464,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0005_ch2_singleLayer.nc.nc,RESULTS_FIR/,2.809748172095177,0.04853747982426613,0.28604947776348366,2.8582500453783717,0.04748048923839269,0.27982023788154686,5.2173933447744405,0.5428874801640298,3.1994384699721525,10.044657593288372,0.9206429679682532,5.425692498815766,9.773040942387684,1.185744152834326,6.988032689529766,18.196575294174743,0.30228603924592884,1.7814844111098678,27.969616236562427,1.4880301920802548,8.769517100639634,0.7863295122427597,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_R000HBR.nc.nc,RESULTS_FIR/,0.8613158504865518,0.016513028519376853,0.13390387980407906,1.093937893076029,0.016743267632742104,0.13577088503125964,12.23128547871195,0.5025102831366917,4.0748477164253405,33.53951197080035,0.9811669031515148,7.956266466394913,7.023333369760395,0.42319709189115184,3.4316983380445985,21.202743218548232,0.3245215384530746,2.631539879426985,28.226076588308626,0.7477186303442265,6.063238217471584,1.458378586393422,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_R000P.nc.nc,RESULTS_FIR/,0.0,0.06248807502029483,0.5170230019777334,1.9111811352259336,0.05810069158499119,0.48072202529039976,9.736986242735712,1.2051975634494183,9.97174040052431,13.850550845692787,0.3723291407761664,3.0806314648893043,0.0,0.4056303512050985,3.356163904956739,15.832680781360475,0.4813220943760976,3.9824333534313063,15.832680781360475,0.8869524455811961,7.338597258388045,1.436527361051929,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_R000SC.nc.nc,RESULTS_FIR/,1.0005181325244603,0.007037261121206195,0.05683647994262216,1.0369698756682273,0.006447546975077131,0.05207365024779335,11.737512462707993,0.46806574792082806,3.7803357066521306,29.86671187323698,1.2923651755946601,10.437794777840963,7.8290626997807875,0.3672721387479332,2.966275542132071,17.737820804762165,0.11029174715422144,0.8907719305850079,25.566883504542954,0.4775638859021546,3.8570474727170785,1.1985274964783459,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_R050P.nc.nc,RESULTS_FIR/,0.4664056435145718,0.04936664260877135,0.432485133753188,1.720772562012961,0.025479741934676267,0.22321974953705362,1.970813098463868,0.15017993622909245,1.3156776798012186,28.222652962078907,0.6394264728280967,5.601807800015413,0.612798900957325,0.11155813045363885,0.9773245742647512,27.851009750941728,0.4123974349145155,3.6128800820411895,28.463808651899054,0.5239555653681544,4.590204656305941,1.3028067878134408,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_R050SC.nc.nc,RESULTS_FIR/,0.9872363820135021,0.00681262817256669,0.05533398328901751,1.0298954006702663,0.006483413833169912,0.05266001660637336,11.580590877110785,0.4686251484240469,3.806298461455585,27.149387020312165,1.0924191477511824,8.872919721302308,7.621853759398279,0.3610253704767134,2.9323443626813113,16.070388370586567,0.10116976298194108,0.8217278020161594,23.692242129984848,0.4621951334586545,3.7540721646974706,1.1989971575763412,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0006_ch2_singleLayer.nc.nc,RESULTS_FIR/,0.33426402068709743,0.042593839146035435,0.37245663197786766,1.7450465603131387,0.036454858831503595,0.31877506728280575,4.366083365785058,0.7130330870114399,6.23503087304545,26.298539144668784,1.1627731891908537,10.167728349523522,0.9729497203349121,0.2828730394185377,2.4735487960581666,26.36012732063694,0.5506817674076522,4.815369557955529,27.333077040971855,0.8335548068261899,7.2889183540136955,1.1364576026123012,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0007_ch2_singleLayer.nc.nc,RESULTS_FIR/,1.3675511484110334,0.07419688551436088,0.5454218833154538,1.5158254394320616,0.0763418683091667,0.5611896685467598,17.82352026369983,1.2112518257707323,8.90392160535211,33.95521313991508,2.212395748407077,16.26333837828995,16.249717070233352,1.9859323452109023,14.598604137532938,29.685819750495163,1.4950828025733993,10.990365326510895,45.935536820728515,3.4810151477843014,25.588969464043835,0.9590784682332181,234.89999389648438,-1.0,1,7000.0,7000.0
results_simulation_2012090722_cld2_0008_ch2_singleLayer.nc.nc,RESULTS_FIR/,0.7183008198837889,0.025458158636778028,0.26733206285514594,0.6684133396866908,0.027821209030041174,0.2921460780898962,6.337367239299293,0.32828361183276983,3.4472538412895717,33.97973108781559,0.5941530166901627,6.239106051210126,3.03475738926223,0.264762725367661,2.780231145132227,13.097922821026849,0.5451727794999714,5.724772393619039,16.132680210289077,0.8099355048676324,8.505003538751266,1.3466991571660512,234.89999389648438,-1.0,1,7000.0,7000.0
