fname,date,tt,dtt,fi,dfi,rl,drl,ri,dri,lwp,dlwp,iwp,diwp,twp,dtwp,rms,ctemp,pwv,conv,cbase,ctop
results_simulation_2012012006_cld1_0002_ch2_R000HBR.nc.nc,RESULTS/,0.9650878616887067,0.004838990051261161,0.20552488124093252,0.0484209304176064,19.31944806608926,0.9007736346002079,8.155361942417645,1.0976927019610727,9.87530709473163,1.1118246499470223,1.088701595785633,0.2619538448479303,10.964008690517263,1.3737784947949527,0.8078872389170684,254.8000030517578,0.5768242428673749,0,3200.0,3200.0
results_simulation_2012012006_cld1_0002_ch2_R000P.nc.nc,RESULTS/,0.9954660861125619,0.0062836754958896035,0.0,0.1263773860795207,15.094217074328718,1.0706265239276527,15.094217073566481,1.3574430571131306,10.017187462610275,2.0396923390080035,0.0,1.1321412205933754,10.017187462610275,3.171833559601379,0.9564892360658774,254.8000030517578,0.5768242428673749,1,3200.0,3200.0
results_simulation_2012012006_cld1_0002_ch2_R000SC.nc.nc,RESULTS/,1.0497466348472106,0.007448861990419587,0.4399008170558264,0.06171363825054092,10.666677340966586,0.9343125817263216,55.78616622127398,1.0730491027235736,4.181068948332849,0.8565797513928834,14.878166420414347,2.192831344510596,19.059235368747196,3.0494110959034795,0.7449875861771823,254.8000030517578,0.5768242428673749,1,3200.0,3200.0
results_simulation_2012012006_cld1_0002_ch2_R050P.nc.nc,RESULTS/,0.971434274458871,0.005159994412317746,0.20511844898263787,0.04077645750837954,20.934505105900858,0.9698674572788826,7.304143668932835,0.9717934449963627,10.776736871224083,1.1093483172411487,1.0198135820461596,0.20815124541263264,11.796550453270243,1.3174995626537813,0.8805030298770108,254.8000030517578,0.5768242428673749,1,3200.0,3200.0
results_simulation_2012012006_cld1_0002_ch2_R050SC.nc.nc,RESULTS/,1.0014722840814354,0.02797726714544925,0.0011286436679822385,0.05887327441570847,16.350938691438714,0.09021008036671532,16.465987374949492,0.0,10.904353576450694,1.0074865180998764,0.010968322257165998,0.5724454006566849,10.91532189870786,1.5799319187565612,0.773634449185313,254.8000030517578,0.5768242428673749,1,3200.0,3200.0
results_simulation_2012021705_cld1_0002_ch2_R000HBR.nc.nc,RESULTS/,0.8044992612553314,0.010615591786949657,0.0,0.027286025460811957,15.143570358467503,0.050606004156936266,15.144639729470494,0.0,8.121994110770158,0.3559305741535602,0.0,0.19809935918699018,8.121994110770158,0.5540299333405504,0.9195849049105318,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0002_ch2_R000P.nc.nc,RESULTS/,0.7948731913936893,0.004069712575154397,0.3619793235272103,0.04360119402919372,19.557532642765846,0.6024312890836929,8.336049240645595,0.5379111458891724,6.6123435218012,0.6894108573154367,1.6065845512289108,0.20174279094644548,8.21892807303011,0.8911536482618823,0.9656178406579952,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0002_ch2_R000SC.nc.nc,RESULTS/,0.834125686765216,0.056942934957725795,0.0,0.14729187481457315,14.82338756758158,0.2478505702578841,14.823789591409788,0.1980158220268993,8.243045556663967,1.9146841150532836,0.0,1.0883029261401085,8.243045556663967,3.002987041193392,0.7731550471386678,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0002_ch2_R050P.nc.nc,RESULTS/,0.8182297660259281,0.004621373064882473,0.018475138532300605,0.06516535462380336,13.524381354195055,0.46943285012545966,50.43787868792464,0.49445615658741066,7.2410697057550175,0.7729848094233049,0.43951191256630845,1.5527251464292369,7.680581618321326,2.325709955852542,0.9239671998751188,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0002_ch2_R050SC.nc.nc,RESULTS/,0.8187452048257214,0.004619548325415507,0.15104964478578808,0.05220842612567416,16.623503712749034,0.9609689435596203,7.344030857618085,0.8421262344052008,7.7030438395640735,0.9624775743417693,0.6353689965038091,0.22319266873262278,8.338412836067883,1.1856702430743922,0.7746694462112589,255.5,0.4492936780221164,0,1600.0,1600.0
results_simulation_2012021705_cld1_0003_ch2_R000HBR.nc.nc,RESULTS/,4.534077690095258,0.17726200735950118,0.386202675016851,0.09883238463740522,6.416149170642903,1.523819457334015,84.248776096923,4.919340464374142,11.904115777589318,5.209371427285099,85.82253512440236,25.317978670699386,97.72665090199169,30.527350097984485,0.5394693253438393,255.5,0.4492936780221164,0,1600.0,1600.0
results_simulation_2012021705_cld1_0003_ch2_R000P.nc.nc,RESULTS/,4.220600227799975,0.05871064248380421,0.0805256932293933,0.14029711828396105,9.470481530279432,1.1378648146384083,35.0805714893109,0.5590765207914915,24.50160975895301,7.0232178966414445,6.8353324116114,12.004045704149048,31.33694217056441,19.02726360079049,0.6486723010282658,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0003_ch2_R000SC.nc.nc,RESULTS/,4.709973104837922,0.048174630766235384,0.4603504855852934,0.01787458165158663,5.540376538789636,0.27996523445592864,64.60453115640341,0.044958477903294145,9.388111529194012,0.8813803140393854,80.99198000598074,3.9731768381565242,90.38009153517474,4.85455715219591,0.452975291914635,255.5,0.4492936780221164,1,1600.0,1600.0
results_simulation_2012021705_cld1_0003_ch2_R050P.nc.nc,RESULTS/,4.589077386863545,0.20106921233275646,0.42640704786606104,0.062415133845350405,6.201410533788088,1.419313810387902,71.67630886545844,4.088414066708098,10.882493373141646,4.151655776476166,81.42969966469347,15.487078820479182,92.31219303783512,19.63873459695535,0.4488552771220638,255.5,0.4492936780221164,1,1600.0,1600.0
